name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Tarbouche,Yes,No,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300.0
Chowpatty,Yes,No,3.6,95,+91 9137367474,Koramangala 1st Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300.0
Gramin,Yes,No,4.3,3463,+91 8041104104,Koramangala 7th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600.0
WAFL Co,Yes,No,4.2,53,080 43758178,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400.0
The Mylapore Cafe,Yes,No,4.1,121,080 41472414,HSR,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",200.0
Desipun,Yes,Yes,4.2,349,+91 9108182190,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700.0
Kick Out the Jams,Yes,No,4.0,529,+91 9900831191,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350.0
Vakulaa Veg Restaurant,Yes,No,3.9,53,080 26659009,Jayanagar,Quick Bites,"Masala Dosa, Pongal, Tea, Bonda, Filter Coffee","South Indian, North Indian",200.0
Bangaliana,Yes,No,3.9,454,080 25711058,Koramangala 7th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600.0
Calorie Express,Yes,No,3.6,193,+91 9663868626,BTM,Delivery,Chicken Sandwich,Healthy Food,450.0
Roots,Yes,Yes,4.6,1892,080 49653573,Koramangala 1st Block,"Casual Dining, Bar","Kadhai Murgh, Coffee Toffee, Pasta, Tandoori Chicken, Dum Aloo, Tandoori Pomfret, Butter Chicken","North Indian, South Indian, Chinese, Continental, Mangalorean",
The Belgian Waffle Co.,Yes,No,3.8,151,00 08041010202,Jayanagar,Dessert Parlor,Waffles,"Desserts, Beverages",350.0
McDonald's,Yes,No,3.8,295,+91 8928304180,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac","Fast Food, Burger",500.0
Tall Blonde French,Yes,No,4.3,726,+91 9880614444,Koramangala 5th Block,Quick Bites,"French Fries, Peri Peri Fries, Cup Cake, Potato Fries, Fried Cheese, Chicken Fries, Mexican Fries",Fast Food,400.0
Bearfoot Cafe,Yes,No,4.2,177,+91 8904044405,Koramangala 6th Block,Cafe,"Cappuccino, Fish, Burgers, Pizza, Coffee, White Sauce Pasta, Fries",Cafe,600.0
Tapri By The Corner,Yes,No,4.1,205,+91 7349385173,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250.0
Nasi And Mee,Yes,Yes,4.4,2401,080 49653462,Koramangala 4th Block,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",
Anda Ka Funda,Yes,No,3.2,64,+91 9902666308,BTM,Quick Bites,"Paratha, Rolls, Roti","North Indian, Chinese, Rolls",250.0
Zangos Grill,Yes,No,4.0,189,+91 7204067766,Koramangala 1st Block,Delivery,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken","BBQ, Fast Food",300.0
Foodiesthan,Yes,No,3.7,59,+91 9845055369,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600.0
Krem,Yes,No,4.1,61,080 49653345,Koramangala 5th Block,Dessert Parlor,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae","Desserts, Ice Cream, Beverages, Sandwich",450.0
Sultans of Spice,Yes,Yes,4.5,3471,080 49652770,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",
WAFL,Yes,No,4.0,42,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400.0
Pappu Chaiwalla,Yes,No,3.1,90,080 49721444,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",300.0
Helloo Delhi,Yes,Yes,4.1,221,080 49653090,Koramangala 4th Block,Casual Dining,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",North Indian,
Under The Hood,Yes,No,4.0,76,+91 7204841500,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300.0
Momo Blues,Yes,No,3.9,28,+91 8296129143,Koramangala 5th Block,Quick Bites,"Momos, Noodles","Chinese, Momos, Nepalese, Tibetan",200.0
Friend's Cafe,Yes,No,3.9,554,+91 8884740361,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600.0
WOW! Momo,Yes,No,3.9,151,+91 7090603247,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400.0
Bonsouth,Yes,Yes,4.2,2619,080 49652934,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",
Punjabi Times,Yes,Yes,4.1,1030,080 49652597,Bannerghatta Road,Casual Dining,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",North Indian,
SGS Non Veg - Gundu Pulav,Yes,No,3.6,70,+91 8073653598,Jayanagar,Quick Bites,Biryani,"Biryani, Fast Food",400.0
Rahhams,Yes,No,2.6,309,080 22228700,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700.0
Subz,Yes,Yes,4.2,2032,080 49652607,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian",
1000 B.C,Yes,No,3.2,49,+91 9620946663,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",300.0
Pizza Stop,Yes,No,3.9,241,+91 7760956450,Koramangala 4th Block,Quick Bites,"Garlic Bread, Pasta, Veggie Pizza, Salsa, Nachos, Nawabi Pizza, Sicilian Pizza","Pizza, Italian",600.0
Biryani Miya,Yes,No,3.8,40,080 45128812,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600.0
Belgian Waffle Factory,Yes,No,4.8,189,+91 9481511911,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400.0
Cream Chemistry,Yes,No,3.9,231,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500.0
Min Mini Punjabi Dhaba,Yes,No,3.9,85,+91 9243493482,Koramangala 7th Block,Quick Bites,"Dal Makhani, Amritsari Kulcha",North Indian,400.0
Hunger Hitman,Yes,No,3.8,258,+91 9742458090,Koramangala,Delivery,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita","North Indian, Chinese",300.0
The Yellow Chilli,Yes,Yes,3.8,584,080 41712345,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani",
Petoo,Yes,No,3.9,60,080 43752124,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300.0
YORK St.,Yes,No,4.4,950,+91 7624945998,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900.0
Koshe Kosha,Yes,No,4.0,578,+91 9830949494,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",600.0
Ulavacharu,Yes,Yes,4.2,151,080 49653538,Koramangala 5th Block,Casual Dining,"Ulavacharu, Biryani, Bangla Kodi, Rajugari Kodi Pulao, Gadwal Kodi Pulao, Curd Rice, Fish","Andhra, North Indian, Chinese",900.0
Rolls & Co,Yes,No,3.9,213,+91 7353848635,Koramangala 6th Block,Quick Bites,"Rolls, Chicken Wings, Shawarma, Chicken Tikka Roll, Burgers, Fries, Pasta","Burger, Beverages, Rolls",400.0
Sonar Bangala,Yes,No,3.8,75,080 43729350,Koramangala 5th Block,Quick Bites,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani","Bengali, North Indian",500.0
What's In A Name,Yes,Yes,4.1,1795,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian",
Bakingo,Yes,No,4.0,76,080 71967785,Koramangala 1st Block,Bakery,Coffee,"Bakery, Desserts",500.0
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,132,+91 9535006187,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel",Ice Cream,180.0
Chapati House,Yes,No,3.9,34,+91 8126045111,Ejipura,Quick Bites,Naan,North Indian,300.0
De Thaali,Yes,No,3.9,145,080 22445267,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese",550.0
Frozen Bottle,Yes,No,4.1,240,080 48658503,Koramangala 5th Block,Beverage Shop,"Chocolate Hazelnut, Thick Shakes, Brownie Chocolate, Belgian Chocolate, Chocolate Shake, Tiramisu, Oreo Shake","Beverages, Desserts, Ice Cream",400.0
Laddoos,Yes,No,3.4,277,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250.0
Bakers Town,Yes,No,3.6,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger","Cafe, Continental, Fast Food",600.0
Aalishan Restaurant & Caterer,Yes,No,3.5,889,080 42005111,Koramangala 7th Block,Casual Dining,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll","North Indian, Mughlai",650.0
Paratha Plaza,Yes,No,3.9,41,080 40978174,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250.0
Waffle Stories,Yes,No,4.0,70,+91 9916992866,BTM,Dessert Parlor,"Waffles, Brownie Sundae","Desserts, Beverages",300.0
Sukh Sagar,Yes,No,3.8,156,080 26634132,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450.0
Fresh Pressery Cafe,Yes,No,4.1,141,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta","Cafe, Healthy Food, Salad, Beverages, Desserts",
Go Native,Yes,Yes,4.3,1274,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800.0
Blue Tokai Coffee Roasters,Yes,No,4.0,78,+91 9319970404,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",400.0
Meat And Eat,Yes,No,3.6,90,+91 8043009665,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",500.0
South Tiffins,Yes,No,3.5,144,+91 8095500014,HSR,Quick Bites,"Masala Dosa, Vada, Tea, Coffee, Idli",South Indian,150.0
Tree Top,Yes,No,3.8,75,080 49652744,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian",
Bun Town,Yes,No,4.0,205,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500.0
Smokey Tribe Restaurant,Yes,No,3.8,267,080 48658077,Koramangala 7th Block,Casual Dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",650.0
Shaap,Yes,No,3.6,207,080 41530004,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha","Kerala, Seafood",500.0
Funky Punjab,Yes,No,3.8,128,+91 8884449474,BTM,Quick Bites,"Roti, Dal Makhani, Lassi, Panneer Butter Masala, Kulcha, Masala Papad, Butter Chicken","North Indian, Chinese",400.0
Sreeraj Lassi Bar,Yes,No,3.9,61,+91 7022356498,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices",150.0
Bubblewrap Waffle Co.,Yes,No,4.4,362,+91 8861828672,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400.0
Buff Buffet Buff,Yes,Yes,4.5,3170,080 45128765,Koramangala 5th Block,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad",
Mid-Night Crunch,Yes,No,3.7,456,+91 7829286850,HSR,"Takeaway, Delivery",Rolls,"North Indian, Chinese",400.0
Chaiwala,Yes,No,3.1,54,+91 8095855997,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100.0
Hotel Tom's Restaurant,Yes,No,4.0,72,+91 8660743584,Koramangala 6th Block,Casual Dining,"Neer Dosa, Prawn Curry, Pork Chilli, Biryani, Sea Food, Kori Roti, Chicken Curry","Mangalorean, Seafood, Chinese, North Indian",
Roundup Cafe,Yes,Yes,4.2,515,080 49653438,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Nachos, Hot Chocolate","Cafe, Continental, Beverages",800.0
Bhavani Chats N Juice,Yes,No,3.9,93,080 41213980,Jayanagar,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200.0
Mid Night Hunting,Yes,No,3.7,127,+91 8892140430,Ejipura,"Takeaway, Delivery","Burgers, Chicken Burger, Pasta, Chicken Pizza","Fast Food, Italian",300.0
Fillers,Yes,No,3.9,140,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300.0
Sagar Fast Food,Yes,No,4.0,76,+91 9945937823,Koramangala 3rd Block,Quick Bites,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa","South Indian, North Indian, Fast Food",300.0
Indus Family Restaurant,Yes,No,3.8,117,080 26786050,BTM,Casual Dining,"Mutton Biryani, Thali","North Indian, Biryani, Chinese",600.0
Juice Junction,Yes,No,4.0,139,+91 8025526983,Koramangala 5th Block,"Beverage Shop, Quick Bites","Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese",200.0
Sulemani Chichas,Yes,No,4.1,362,080 49652154,Koramangala 5th Block,"Takeaway, Delivery","Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken","Biryani, Hyderabadi, Kebab",400.0
The Yogisthaan Cafe,Yes,No,4.1,61,+91 7411160606,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600.0
Magnolia,Yes,Yes,4.1,676,080 41102222,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900.0
Coffee Tea & More,Yes,No,4.0,64,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150.0
Mountain Spice,Yes,No,3.9,188,+91 7829146199,Koramangala 8th Block,Quick Bites,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa","Chinese, Nepalese, Tibetan, Momos",400.0
Mudpipe Cafe,Yes,Yes,4.5,1880,+91 9631220007,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900.0
Vyanjan,Yes,No,3.9,203,+91 9916937446,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300.0
Litti Twist,Yes,No,4.2,465,+91 8884270523,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300.0
Pop Hop,Yes,No,4.1,206,+91 8049706199,Jayanagar,Dessert Parlor,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",300.0
Via Milano,Yes,Yes,4.2,1627,+91 8041309997,Koramangala 4th Block,Casual Dining,"Pasta, Pizza, Steak, Mojito, Salads, Tiramisu, Sea Food","Salad, Italian, Desserts, Pizza",
City Durbar,Yes,No,3.7,72,080 22458877,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",450.0
Yummy Biryani,Yes,No,3.8,41,+91 9663673346,Koramangala 7th Block,Quick Bites,"Biryani, Paratha, Chicken Masala, Kerala Parotta",Biryani,200.0
Kalpavriksha Upahara,Yes,No,4.0,128,+91 7204715751,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",400.0
Brew Meister,Yes,Yes,4.1,983,080 49652498,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",
Kapoor's Biriyani,Yes,No,3.3,334,+91 9535793969,BTM,Quick Bites,"Raita, Hyderabadi Biryani","Biryani, North Indian",400.0
Cafe D'hide,Yes,Yes,4.2,876,+91 7204196666,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600.0
Taj Darbar,Yes,No,3.8,149,+91 9739977415,Koramangala 5th Block,Casual Dining,"Chicken Kebab Biryani, Rolls, Raita","Biryani, Mughlai, Chinese",600.0
The Marash,Yes,No,4.3,68,+91 8050000164,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",250.0
Baba Ka Dhaba,Yes,No,3.7,195,+91 9986286453,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400.0
Juice Junction,Yes,No,3.9,70,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150.0
The Chocolate Room,Yes,No,3.9,155,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400.0
Chai Kraft,Yes,No,4.1,32,+91 9946666099,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0
Mr. Beans - Home Cafe,Yes,Yes,4.2,2714,080 49653320,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian",
Euki,Yes,Yes,4.1,553,080 41315550,Jayanagar,Casual Dining,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails","Italian, Mexican",900.0
Terra Bites,Yes,No,4.0,66,+91 8043744044,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700.0
The Beer Cafe,Yes,Yes,4.2,1179,+91 8929188568,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger",
Atithi,Yes,Yes,3.9,224,+91 9538800665,HSR,Casual Dining,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha","North Indian, Chinese, Street Food",800.0
Haagen Dazs,Yes,No,3.9,79,080 22067777,Koramangala 7th Block,Dessert Parlor,"Waffles, Chocolate Bomb, Belgium Chocolate, Chocolate Sundae, Chocolate Icecreams, Strawberry Cheesecake","Ice Cream, Desserts",800.0
Mustard Food Court,Yes,No,3.6,165,080 40924441,Koramangala 3rd Block,Casual Dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani","North Indian, Chinese",500.0
Indori Chatorey,Yes,No,2.8,137,+91 8050765508,BTM,Quick Bites,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi","North Indian, Street Food",300.0
B.M.W - Bhookh Mitaane Wala,Yes,No,3.6,504,+91 9035955192,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi","North Indian, South Indian, Chinese",500.0
Ghee Positive,Yes,No,3.8,48,+91 9900693912,Koramangala 8th Block,Quick Bites,"Paratha, Mutton Curry","North Indian, Chinese",300.0
Sangam Sweets,Yes,No,3.8,75,080 25529589,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",200.0
Pappu Da Dhaba,Yes,No,3.0,58,+91 6361252138,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",400.0
Carrots,Yes,Yes,4.1,602,080 41172812,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams","Italian, North Indian, Healthy Food, Desserts",
Kinpeetos,Yes,No,3.9,64,+91 8585982807,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300.0
Qube Cafe,Yes,No,4.2,170,+91 9535256633,Koramangala 4th Block,Cafe,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts",700.0
Mug N Bean,Yes,No,3.9,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400.0
Chaska Bun,Yes,No,4.2,166,+91 9886415555,Koramangala 5th Block,Quick Bites,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",Fast Food,300.0
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,151,080 49652825,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",
Oregano Pizzeria,Yes,No,3.7,52,080 48664711,Koramangala 4th Block,Cafe,"Margherita Pizza, Cheesy Bites","Cafe, Italian, Pizza",450.0
The ThickShake Factory,No,No,4.3,236,+91 8049553986,Koramangala 7th Block,Beverage Shop,"Thick Shakes, Belgium Chocolate, Triple Choco Chip, Chocolate Thickshake, Brownie Shake, Mango Blast, Belgian Chocolate Shake","Beverages, Juices",350.0
Laziz Pizza,Yes,No,3.8,47,080 49652752,Koramangala 7th Block,Quick Bites,"Pizza, Peri Peri Fries, Veg Paprika","Fast Food, Burger, Pizza",400.0
Juice Junction Food Court,Yes,No,3.7,70,080 41105299,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Chai, Sandwiches, Sandwich","Beverages, Juices, Fast Food",250.0
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,+91 9591989862,Koramangala 4th Block,Bar,"Beer, Biryani, Cocktails, Masala Peanuts, Chicken Tikka, Chips, Fish","Finger Food, North Indian, Chinese",
Maiyas,Yes,No,4.0,1785,+91 9632411352,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0
Tandoor Garden,Yes,No,3.6,71,+91 9141678224,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350.0
Nite Out,Yes,No,4.0,1113,080 43709452,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500.0
Kevins Kitchen,Yes,No,3.7,103,+91 9901170611,Koramangala 6th Block,Quick Bites,"Egg Noodles, Biryani","North Indian, Chinese, Biryani",400.0
Eatsomnia,Yes,No,3.5,433,+91 9035955192,Koramangala 1st Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500.0
Potato Bae,Yes,No,4.1,56,+91 9632599997,Koramangala 5th Block,Quick Bites,"Pizza Fries, Almond Shake",Fast Food,500.0
Pipabu,Yes,No,3.8,75,+91 8043707570,Koramangala 4th Block,Casual Dining,"Pasta, Pizza","Continental, Italian, Chinese",750.0
Chocoberry,Yes,No,3.6,57,+91 9742644747,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0
Rajvardhan Foods,Yes,No,3.9,316,+91 8087909883,Jayanagar,Quick Bites,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi","Street Food, Maharashtrian",300.0
D View Cafe,Yes,No,4.0,510,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",
Habitts,Yes,No,3.7,61,+91 9916889996,BTM,Quick Bites,Nutella Waffle,"Fast Food, Burger, Italian, Beverages",350.0
