name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Amritsari Kulcha Bite,Yes,No,3.9 /5,114,080 49653083,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150
99 Pancakes,Yes,No,4.1 /5,47,+91 7483655827,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300
eat.fit,Yes,Yes,4.1 /5,118,080 49652510,Church Street,Quick Bites,Biryani,"Cafe, Healthy Food, North Indian, Biryani, Continental, Desserts",300
Leon Grill,Yes,No,4.2 /5,288,+91 8022232900,St. Marks Road,Quick Bites,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Fast Food",500
Northern Route,Yes,No,4.1 /5,161,+91 9663708213,St. Marks Road,Quick Bites,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk","North Indian, Street Food",300
Shanthi Sagar,Yes,No,4.1 /5,207,080 49653319,Ulsoor,Quick Bites,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250
Hatti Kaapi,Yes,No,3.8 /5,32,080 25585544,Ulsoor,Quick Bites,"Filter Coffee, Vada","South Indian, Street Food",200
KFC,Yes,No,3.8 /5,200,080 33994444,Brigade Road,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Crispy Chicken, Rice Bowl, Popcorn","Burger, Fast Food",450
Burger King,Yes,No,4.0 /5,660,+91 8767997746,Commercial Street,Quick Bites,"Burgers, Chicken Tandoori Grill Burger, Cheesy Chicken Fries, Chicken Whopper, Whopper Burger, Tandoor Chicken Burger, Mutton Whopper","Burger, Fast Food, Beverages",600
Sri Udupi Park,Yes,No,3.8 /5,106,+91 9663839808,Residency Road,Quick Bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200
KKR FOODIES,Yes,Yes,3.2 /5,60,+91 9620388962,St. Marks Road,Quick Bites,Biryani,"Fast Food, North Indian",400
Munchies,Yes,No,3.9 /5,65,080 41126336,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250
Vishnu Sagar,No,No,3.0 /5,33,080 41239433,Commercial Street,Quick Bites,"Pav Bhaji, Panipuri, Chaat","South Indian, Chinese, North Indian",400
SGS Non Veg - Gundu Pulav,Yes,No,3.9 /5,56,+91 9742166077,St. Marks Road,Quick Bites,Chilli Chicken,"Biryani, Fast Food",400
Masala Oota,Yes,No,3.6 /5,79,080 48543377,Residency Road,Quick Bites,"Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani",500
Tayabbs,No,No,3.7 /5,71,+91 7829711234,Ulsoor,Quick Bites,"Rolls, Beda Roti, Afghan Chicken, Reshmi Kebab, Chicken Tikka Roll","Rolls, North Indian, Fast Food",500
Faasos,Yes,No,3.9 /5,252,+91 7700020020,Residency Road,Quick Bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500
Mummy Dhaba,Yes,No,3.4 /5,48,+91 8951133536,Ulsoor,Quick Bites,Dal Makhani,North Indian,300
Hotel Ramprasad,Yes,No,4.2 /5,93,+91 9886723465,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300
Indy's Comfort Food,No,No,4.1 /5,399,+91 8041232633,Shivajinagar,Quick Bites,"Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai","North Indian, Beverages, Fast Food",300
Sagar Chats,No,No,3.8 /5,38,080 25583054,Commercial Street,Quick Bites,"Pav Bhaji, Chaat, Masala Poori, Panipuri, Dahipuri, Sev Puri, Sandwiches","Chinese, Beverages, Street Food",300
Rescafe,No,No,3.8 /5,41,+91 8040976676,Residency Road,Quick Bites,"Samosa, Tea",Beverages,100
Sweet Chariot Cafe,Yes,No,3.8 /5,113,080 41120556,Residency Road,Dessert Parlor,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500
The Bangalore Cafe,Yes,Yes,4.2 /5,515,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800
Samarkand,No,Yes,4.1 /5,2050,080 41113366,Infantry Road,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai","1,600"
1Q1,No,Yes,4.3 /5,606,080 48050101,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500"
Eden Park,Yes,Yes,4.1 /5,632,080 49652446,Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","1,100"
The Culinarium,No,No,4.0 /5,35,+91 8043754299,Vasanth Nagar,"Cafe, Dessert Parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages","1,100"
Dolci Desserts,Yes,No,4.3 /5,657,080 40977132,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750
Suryawanshi,Yes,No,4.2 /5,452,+91 9036528709,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700
Siddique Kabab Centre,No,No,3.9 /5,435,+91 9845077733,Frazer Town,Casual Dining,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550
Raidan Restaurant,No,No,3.9 /5,175,080 40915140,Frazer Town,Casual Dining,"Shawarma, Al Faham Chicken","Arabian, Chinese, Fast Food",600
Peppa Zzing,Yes,No,4.3 /5,1135,+91 9740758557,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800
Thom's Bakery,No,No,4.1 /5,215,080 25301860,Frazer Town,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200
Sendhoor Coffee,No,No,3.9 /5,54,+91 9900300786,Indiranagar,Quick Bites,"Tea, Tomato Rice, Vada, Pongal, Filter Coffee, Idli, Biryani","Coffee, South Indian",200
Nisarga Garden,No,No,4.0 /5,90,080 22289563,Infantry Road,Quick Bites,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300
Masala Central,Yes,No,3.7 /5,77,+91 9923703155,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300
Donne Biriyani House,Yes,No,4.0 /5,494,+91 9739406501,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300
Pathaan Sir,Yes,No,3.4 /5,157,080 40901565,Indiranagar,Quick Bites,"Rolls, French Fries, Chicken Momo, Roti, Pulpy Grape Juice, Mutton Keema, Chicken Kebab","Rolls, Chinese",300
The Chennai Express,No,No,3.8 /5,171,080 68888856,Indiranagar,Quick Bites,"Idli, Filter Coffee, Vada Curry, Podi Dosa, Sweet Pongal","South Indian, Chinese, North Indian",250
Oregano Pizzeria,Yes,No,3.5 /5,61,+91 8747000082,Frazer Town,Quick Bites,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread","Italian, Pizza",300
M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7 /5,66,+91 9901251691,Old Madras Road,Quick Bites,"Rolls, Chicken Grill","Arabian, Mughlai, Chinese, Kebab, Fast Food",400
Srinidhi Sagar Food Line,Yes,No,3.7 /5,131,080 25250408,Indiranagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese",250
Loca Moca,Yes,No,2.9 /5,45,080 41316474,Frazer Town,Cafe,"Coffee, Pizza, Fries","Cafe, Continental",600
Rahhams,Yes,No,2.8 /5,157,080 22208700,Cunningham Road,Casual Dining,"Mutton Biryani, Mutton Chops, Ghee Rice, Pahadi Kebab, Butter Naan","Mughlai, North Indian, Chinese",700
The French Loaf,Yes,No,2.8 /5,142,+91 9663454545,Frazer Town,"Bakery, Quick Bites","Coffee, Pasta, Sandwiches, Sunday Breakfast, Apple Pie, Hot Chocolate, Chicken Quiche","Bakery, Desserts",300
Double Decker,No,Yes,4.3 /5,2716,080 71967796,Brigade Road,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","1,300"
Alchemy - The Chancery Pavilion,No,Yes,4.3 /5,485,080 49653555,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000"
NoLimmits Lounge and Club,Yes,Yes,4.1 /5,2169,080 49653274,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Pizza","Chinese, Continental, North Indian","2,000"
The 13th Floor,No,Yes,4.4 /5,4611,080 41783355,MG Road,Lounge,"Cocktails, Lasagne, Mocktails, Martini, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai","1,700"
White Plate,No,Yes,4.2 /5,261,080 49653403,MG Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian","1,500"
The Permit Room,No,No,4.5 /5,1602,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500"
ShakesBierre,No,Yes,4.4 /5,371,080 49653253,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500"
Fava,No,Yes,4.4 /5,2054,080 49652925,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","1,200"
Soda Bottle Opener Wala,Yes,Yes,4.4 /5,3712,080 45128763,Lavelle Road,"Casual Dining, Irani Cafee","Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Mocktails","Parsi, North Indian","1,300"
Alchemy - The Chancery Pavilion,No,Yes,4.3 /5,485,080 49653555,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000"
Hoppipola,No,No,4.3 /5,1721,+91 9620216162,Church Street,Lounge,"Masala Peanuts, Cocktails, Pasta, Paratha, Pizza, Burgers, Brownie","Continental, Mediterranean, European","1,300"
Tree Tops Bar & Kitchen,No,Yes,4.4 /5,133,080 45128778,Lavelle Road,"Casual Dining, Bar","Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian","1,000"
Bang - The Ritz-Carlton,No,Yes,4.2 /5,479,080 49148000,Residency Road,Lounge,"Paneer Roll, Cocktails, Wine, Fiery Chicken, Mexican Platter, Dragon Chicken, Paneer Tikka",Finger Food,"3,000"
Russh Gastropub,No,No,4.2 /5,1345,080 30695514,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","Continental, Italian, Burger","1,100"
Laughing Llama Gastropub,Yes,Yes,4.2 /5,409,+91 9535029732,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza","1,600"
Coconut Grove,No,Yes,3.9 /5,684,080 25596149,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood","1,200"
Scottish Pub,No,No,3.9 /5,190,080 22215002,St. Marks Road,Bar,"Wine, Beer, Chicken Pakora, Masala Corn, Pakoda, Garlic Chicken, French Fries",Finger Food,600
ThrowBack - Pub & Dine,No,No,3.9 /5,235,+91 9742933332,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental","1,000"
Downtown,No,No,3.7 /5,298,080 25581193,Residency Road,Pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental","1,000"
The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4.0 /5,95,080 49148361,Residency Road,Lounge,Decor,Finger Food,"2,000"
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.1 /5,100,080 71967683,Ulsoor,Lounge,Cocktails,"Finger Food, Continental, Chinese","2,400"
1Q1,No,Yes,4.3 /5,606,080 48050101,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500"
Plan B,No,No,4.2 /5,2030,+91 8880022737,Shanti Nagar,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","American, Finger Food, BBQ, Steak","1,200"
Double Decker,No,Yes,4.3 /5,2721,080 71967796,Brigade Road,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","1,300"
Sotally Tober,No,Yes,4.4 /5,220,080 45128814,Residency Road,"Bar, Casual Dining","Cocktails, Sangria, Corn Fritters, Butter Chicken, Paneer Steak, Chicken Steak, Palak Paneer","Asian, Burger, Chinese, Finger Food","1,200"
Ging - Royal Orchid Central,Yes,Yes,4.4 /5,232,+91 9902000063,MG Road,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,"2,000"
White Plate,No,Yes,4.2 /5,261,080 49653403,MG Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian","1,500"
The Permit Room,No,No,4.5 /5,1604,+91 9019113388,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500"
Fava,No,Yes,4.4 /5,2054,080 49652925,Lavelle Road,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","1,200"
Tree Tops Bar & Kitchen,No,Yes,4.4 /5,134,080 45128778,Lavelle Road,"Casual Dining, Bar","Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian","1,000"
The Spice Bazaar,No,Yes,4.2 /5,337,080 49652116,Lavelle Road,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","North Indian, Mughlai","1,000"
Russh Gastropub,No,No,4.2 /5,1347,080 30695514,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","Continental, Italian, Burger","1,100"
The Rice Bowl,Yes,Yes,4.3 /5,509,080 49653104,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos","1,300"
Laughing Llama Gastropub,Yes,Yes,4.2 /5,410,+91 9535029732,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza","1,600"
Coconut Grove,No,Yes,3.9 /5,684,080 25596149,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood","1,200"
Plan B,No,No,4.1 /5,4445,+91 8880022737,Brigade Road,"Casual Dining, Pub","Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak","1,200"
Riwaz - The Ritz-Carlton,No,Yes,4.2 /5,275,080 49148000,Residency Road,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",North Indian,"4,000"
The Grill House,Yes,Yes,4.1 /5,771,080 40977011,Ulsoor,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak","1,200"
Matsuri - The Chancery Hotel,No,Yes,4.4 /5,185,080 49652189,Lavelle Road,"Casual Dining, Bar","Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",Japanese,"1,800"
Scottish Pub,No,No,3.9 /5,190,080 22215002,St. Marks Road,Bar,"Wine, Beer, Chicken Pakora, Masala Corn, Pakoda, Garlic Chicken, French Fries",Finger Food,600
ThrowBack - Pub & Dine,No,No,3.9 /5,235,+91 9742933332,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental","1,000"
Downtown,No,No,3.7 /5,298,080 25581193,Residency Road,Pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental","1,000"
Desi Deck,Yes,Yes,3.9 /5,94,+91 9962403374,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts","1,300"
1Q1,No,Yes,4.3 /5,606,080 48050101,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500"
Chapter One Bar | Maiin,No,Yes,4.2 /5,997,080 49652764,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian","1,400"
Hammered,Yes,Yes,4.5 /5,2932,+91 9590210210,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe","1,200"
Burp,Yes,Yes,4.0 /5,608,080 49653219,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800
Cafe Mandala,Yes,No,3.9 /5,48,+91 9900093431,New BEL Road,Cafe,Decor,"Cafe, North Indian, Chinese, Fast Food",600
Prana,Yes,No,4.0 /5,239,+91 7022776607,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500
Kargeens,Yes,No,3.9 /5,365,080 41523055,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900
Ember The Calabash,Yes,No,4.1 /5,670,+91 8105930009,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800
Cafe Coffee Day,Yes,No,3.2 /5,58,+91 9071718671,New BEL Road,Cafe,"Brownie, Cappuccino, Burgers","Cafe, Fast Food",900
Cafe Poetry,Yes,No,3.7 /5,55,+91 8867762452,New BEL Road,Cafe,"Pasta, Maggi, Ice-cream Shake, Burgers","Cafe, Beverages, Healthy Food",400
Cafe Centralis,Yes,No,2.8 /5,114,080 41209266,New BEL Road,Cafe,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",Cafe,600
Leon Grill,Yes,No,4.0 /5,336,+91 8123395623,New BEL Road,Quick Bites,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads","Fast Food, Healthy Food",500
Behrouz Biryani,Yes,No,4.1 /5,187,+91 7700050050,Sahakara Nagar,Delivery,"Gulab Jamun, Raita, Mutton Biryani",Biryani,650
New Agarwal Bhavan,Yes,No,4.1 /5,254,080 23371157,Yeshwantpur,"Quick Bites, Sweet Shop","Badam Milk, Chaat, Sandwich, Noodles, Ghee Dosa, Paratha, Masala Dosa","North Indian, Chinese, Street Food, Mithai",400
The Good Bowl,Yes,No,3.8 /5,33,+91 8040929558,Sanjay Nagar,"Takeaway, Delivery",Omelette,"Italian, North Indian, Biryani",500
Delhi Mess,Yes,No,4.1 /5,498,+91 9845710492,New BEL Road,Quick Bites,"Aloo Paratha, Roti, Butter Chicken","North Indian, Chinese",300
Auntie Fung's,Yes,No,4.2 /5,578,+91 8049652828,New BEL Road,Casual Dining,"Khau Suey, Burmese Khao Suey, Hakka Noodles, Chicken Satay, Vietnamese Pho, Momos, Yaki Tori","Asian, Chinese",600
Mughlai Azam,Yes,Yes,4.0 /5,117,+91 7619328882,New BEL Road,Casual Dining,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka","Mughlai, Biryani, North Indian","1,400"
Faasos,Yes,No,3.8 /5,204,+91 7700020020,Sahakara Nagar,Delivery,"Rolls, Sabudana Vada, Chicken Wrap, Meatballs, Chicken Overload, Biryani, Veggie Wrap","North Indian, Biryani, Fast Food",500
Mumbai Xpress,Yes,No,3.7 /5,418,080 41226029,New BEL Road,Quick Bites,"Pav Bhaji, Paratha, Pizza Sandwich, Burgers, Vada Pav, Chocolate Mousse, Sandwiches","Street Food, Fast Food",400
Just Shawarma,Yes,No,3.8 /5,179,+91 7676764422,New BEL Road,Quick Bites,"Whole Meat Shawarma, Malgoum Shawarma, Roti, Kerala Parotta, Pita Bread",Arabian,300
KFC,Yes,No,3.9 /5,581,080 33994444,New BEL Road,Quick Bites,"Burgers, Chicken Grill, Chicken Popcorn, Hot Wings","Burger, Fast Food",400
The Egg Factory,Yes,No,4.0 /5,380,080 43025886,New BEL Road,Casual Dining,"Healthy Breakfast, Rolls, Egg Chilli, Pesto Pasta, Egg Bhurji, Burgers, Omelette","Continental, American",750
Cream Stone,Yes,No,4.1 /5,250,+91 9945749418,New BEL Road,Dessert Parlor,"Chocolava, Nutella Brownie, Ferrero Rocher, Hot Chocolate Fudge","Desserts, Ice Cream, Beverages",500
Firangi Bake,Yes,No,3.9 /5,76,+91 7710090007,Sahakara Nagar,Delivery,Paratha,"Mexican, Italian",600
The Druid Garden,Yes,Yes,4.3 /5,3077,080 49652121,Sahakara Nagar,"Microbrewery, Casual Dining","Beer, Crab Ravioli, Cocktails, Donne Biryani, Chicken Tacos, Tiramisu, Seafood Ravioli","Asian, Continental, European, North Indian, Mediterranean","1,700"
Ovenstory Pizza,Yes,No,4.0 /5,120,+91 7738383000,Sahakara Nagar,Delivery,Pizza,Pizza,800
KHOPCHA,Yes,No,4.0 /5,154,+91 8884448434,Sahakara Nagar,Takeaway,"Veggie Roll, Noodles, Prawn Rolls, Manchurian, Chicken Roll","Fast Food, Rolls, Kebab",200
Roy Hotel & Restaurant,Yes,No,4.0 /5,124,+91 9164148086,New BEL Road,Quick Bites,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun","Bengali, North Indian",300
Messy Eats,No,No,3.9 /5,133,+91 8197455566,New BEL Road,"Bakery, Dessert Parlor","Waffles, Churros, Pancakes, Fries","Bakery, Desserts",500
Shanthi Sagar,Yes,No,3.9 /5,111,080 23604601,New BEL Road,Quick Bites,"Vada, Coffee, Vegetable Biryani, Idli, Cheese Masala Dosa, Chole Bhature","South Indian, Chinese, North Indian",300
Polar Bear,Yes,No,4.1 /5,322,080 49653553,New BEL Road,Dessert Parlor,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split","Desserts, Ice Cream, Beverages, Sandwich",400
Eggstacy,Yes,No,4.0 /5,233,+91 9538457388,New BEL Road,Quick Bites,"Egg Manchurian, Paratha, Momos, Masala Chai, Raj Kachori, Rolls, Chaat","Fast Food, Continental, Chinese",500
Prana,Yes,No,4.0 /5,239,+91 7022776607,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500
Fresh Veg,Yes,No,2.7 /5,94,+91 9980733433,New BEL Road,Quick Bites,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian",300
Hammered,Yes,Yes,4.5 /5,2932,+91 9590210210,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala","North Indian, Continental, Cafe","1,200"
Kaifu,Yes,No,4.2 /5,421,+91 9474415265,New BEL Road,Casual Dining,"Momos, Dumplings, Prawn, Chicken Soup, Dragon Rolls, Kung Pao Chicken, Manchow Soup","Chinese, Asian",700
Chai Point,Yes,No,4.0 /5,108,+91 8880141000,New BEL Road,"Beverage Shop, Quick Bites","Tea, Chai, Poha","Fast Food, Beverages",250
Totaram's Paranthas,Yes,No,3.5 /5,140,080 48663088,New BEL Road,Quick Bites,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",North Indian,300
Chetty's Coffee,Yes,No,3.9 /5,267,+91 7022282228,New BEL Road,Quick Bites,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",South Indian,200
Cafe Coffee Day,Yes,No,3.2 /5,58,+91 9071718671,New BEL Road,Cafe,"Brownie, Cappuccino, Burgers","Cafe, Fast Food",900
Drunken Monkey,Yes,No,4.1 /5,184,+91 8710888868,New BEL Road,"Beverage Shop, Quick Bites","Sandwiches, Chicken Grilled Sandwich, Thick Shakes, Fries","Beverages, Fast Food",500
Freskka,Yes,No,4.0 /5,702,080 41145508,New BEL Road,Casual Dining,"Momos, Salads, Lasagne, Risotto, Pesto Pasta, Pizza, Filter Coffee","Italian, American, Asian, Continental, Mexican, Momos",700
Burp,Yes,Yes,4.0 /5,608,080 49653219,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800
Bhavani Vada Pav,Yes,No,4.0 /5,106,+91 8867669269,Yeshwantpur,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Chaat, Misal Pav, Bread Pakora, Jumbo Vada Pavs",Fast Food,150
Biriyani Paradise,Yes,No,3.3 /5,210,080 23606889,Yeshwantpur,Quick Bites,"Beef Biryani, Paratha, Fish Curry, Chicken Biryani, Fish Fry","Kerala, Biryani, North Indian, Chettinad",450
